sustainability_rating,eco_friendly_manufacturing,carbon_footprint,water_usage,waste_production,recycling_programs,average_price,product_nameproduct_category,sustainability_status,eco_index,sustainability_level,brand_name,brand_category,country_name,region,year,material_type,renewable,product_line,target_audience,market_trend,trend_score,certification,cert_type
2.29,0,29.46,358,119.3,1,28.05,EcoBar - Office Supplies,Not Sustainable,3.538,Medium,NatureNest,Local,Brazil,Americas,2025,Recycled Plastic,Partial,Office Supplies,Business,Stable,2,None,None
3.13,0,7.81,47,1.92,0,28.02,GreenBrush - Packaging,Not Sustainable,2.903,Low,PureCycle,Local,France,Europe,2020,Bioplastic,Yes,Packaging,Business,Rising,3,Energy Star,Energy
4.78,0,42.0,361,2.59,1,46.83,GreenPack - Clothing,Partially Sustainable,6.732,High,EarthKind,Local,Germany,Europe,2024,Aluminum,Partial,Clothing,Adults,Rising,3,Fair Trade,Ethical
3.03,0,128.94,370,4.56,0,7.94,EcoTowel - Kitchenware,Not Sustainable,1.323,Low,GreenWorks,Startup,Egypt,Africa,2025,Stainless Steel,No,Kitchenware,Household,Rising,3,None,None
3.32,0,48.93,118,2.36,0,40.09,EcoTowel - Toys,Not Sustainable,2.229,Low,GreenRoots,Local,Germany,Europe,2016,Recycled Plastic,Partial,Toys,Kids,Rising,3,None,None
2.17,1,86.21,317,4.12,0,0.16,EcoJar - Home,Not Sustainable,1.165,Low,GreenRoots,Local,Egypt,Africa,2024,Aluminum,Partial,Home,Household,Declining,1,EU Ecolabel,Environmental
3.84,1,212.27,930,1.92,1,50.43,ReBar - Garden,Partially Sustainable,2.459,Low,LeafyLiving,Multinational,USA,Americas,2025,Stainless Steel,No,Garden,Household,Declining,1,EU Ecolabel,Environmental
3.21,0,86.62,1158,0.34,0,12.04,TerraCup - Garden,Not Sustainable,1.72,Low,EcoPure,Local,Vietnam,Asia,2020,Glass,Partial,Garden,Household,Stable,2,FSC,Environmental
4.35,0,18.11,91,2.14,0,9.91,TerraBar - Kitchenware,Not Sustainable,3.683,Medium,EnviroGoods,Startup,USA,Americas,2015,Paperboard,Yes,Kitchenware,Household,Declining,1,Fair Trade,Ethical
3.42,0,187.67,1085,32.7,0,42.44,PureShirt - Garden,Not Sustainable,1.189,Low,NatureNest,Local,Egypt,Africa,2023,Recycled Plastic,Partial,Garden,Household,Stable,2,None,None
4.42,1,109.74,481,3.15,1,54.69,GreenPack - Electronics Accessories,Fully Sustainable,4.215,Medium,EcoCraft,Multinational,Egypt,Africa,2021,Stainless Steel,No,Electronics Accessories,Business,Rising,3,ISO14001,Environmental
4.81,1,8.39,114,3.91,1,55.57,GreenBrush - Toys,Fully Sustainable,8.875,High,TerraLeaf,Local,USA,Americas,2020,Bioplastic,Yes,Toys,Kids,Stable,2,GOTS,Environmental
4.22,0,3.9,3222,2.18,0,33.22,EcoBar - Personal Care,Not Sustainable,4.062,Medium,TerraLeaf,Local,UK,Europe,2015,Glass,Partial,Personal Care,Adults,Declining,1,GOTS,Environmental
2.69,0,380.44,687,2.45,1,34.86,PureJar - Office Supplies,Not Sustainable,1.12,Low,GreenWorks,Startup,Brazil,Americas,2016,Glass,Partial,Office Supplies,Business,Declining,1,EU Ecolabel,Environmental
4.19,1,13.53,899,1.86,1,29.51,BioCup - Garden,Fully Sustainable,7.381,High,EcoSense,Local,France,Europe,2024,Bioplastic,Yes,Garden,Household,Rising,3,Cradle to Cradle,Environmental
1.69,0,9.2,6076,28.2,0,12.89,TerraBottle - Personal Care,Not Sustainable,1.548,Low,EcoCraft,Multinational,Italy,Europe,2015,Bamboo,Yes,Personal Care,Adults,Stable,2,EU Ecolabel,Environmental
5.0,0,10.91,192,3.49,1,43.13,EcoTowel - Electronics Accessories,Partially Sustainable,9.016,High,BioBloom,Local,Brazil,Americas,2019,Aluminum,Partial,Electronics Accessories,Business,Declining,1,Energy Star,Energy
3.31,0,66.71,511,8.84,0,43.57,PureBar - Garden,Not Sustainable,1.985,Low,EcoSense,Local,France,Europe,2016,Bamboo,Yes,Garden,Household,Declining,1,Cradle to Cradle,Environmental
3.85,0,6.85,71,4.78,0,30.93,RePack - Office Supplies,Not Sustainable,3.603,Medium,TerraLeaf,Local,Egypt,Africa,2017,Recycled Plastic,Partial,Office Supplies,Business,Rising,3,GOTS,Environmental
3.58,1,19.3,8745,1.33,1,0.95,PureTowel - Garden,Partially Sustainable,6.002,High,EcoCraft,Multinational,France,Europe,2021,Bamboo,Yes,Garden,Household,Declining,1,FSC,Environmental
3.8,0,12.6,538,7.14,1,52.26,BioPack - Toys,Partially Sustainable,6.75,High,ReNewCo,Local,France,Europe,2018,Recycled Plastic,Partial,Toys,Kids,Stable,2,None,None
2.14,0,17.31,1014,11.77,0,49.3,GreenJar - Kitchenware,Not Sustainable,1.824,Low,EcoMate,Startup,UK,Europe,2015,Paperboard,Yes,Kitchenware,Household,Stable,2,None,None
4.36,0,14.66,107,2.27,1,29.71,EcoTowel - Personal Care,Partially Sustainable,7.605,High,EcoPure,Local,Brazil,Americas,2022,Glass,Partial,Personal Care,Adults,Rising,3,Rainforest Alliance,Environmental
4.09,1,21.76,69,2.69,0,49.06,EcoTowel - Toys,Partially Sustainable,3.359,Medium,Earthly,Local,USA,Americas,2016,Bamboo,Yes,Toys,Kids,Declining,1,Fair Trade,Ethical
3.82,0,32.22,580,18.17,0,36.74,ReShirt - Packaging,Not Sustainable,2.889,Low,NatureNest,Local,Egypt,Africa,2020,Stainless Steel,No,Packaging,Business,Stable,2,Fair Trade,Ethical
3.15,0,8.93,604,0.53,1,23.74,TerraBrush - Kitchenware,Partially Sustainable,5.784,Medium,GreenRoots,Local,Spain,Europe,2017,Recycled Plastic,Partial,Kitchenware,Household,Stable,2,None,None
3.31,0,5.43,140,9.65,0,31.56,EcoToy - Clothing,Not Sustainable,3.14,Medium,EcoCraft,Multinational,Germany,Europe,2021,Stainless Steel,No,Clothing,Adults,Rising,3,Fair Trade,Ethical
3.59,1,26.56,438,13.47,0,32.75,ReBar - Packaging,Partially Sustainable,2.837,Low,EcoPure,Local,Italy,Europe,2018,Stainless Steel,No,Packaging,Business,Declining,1,Energy Star,Energy
2.19,0,151.89,932,3.43,1,1.9,GreenBrush - Home,Not Sustainable,1.739,Low,PlanetWell,Local,Italy,Europe,2020,Stainless Steel,No,Home,Household,Stable,2,EU Ecolabel,Environmental
3.86,1,16.04,2394,3.05,0,21.04,GreenTowel - Electronics Accessories,Partially Sustainable,3.326,Medium,GreenRoots,Local,UK,Europe,2015,Paperboard,Yes,Electronics Accessories,Business,Declining,1,EU Ecolabel,Environmental
4.31,1,39.74,387,7.01,0,37.53,TerraShirt - Packaging,Partially Sustainable,3.084,Medium,EcoSense,Local,Germany,Europe,2023,Bamboo,Yes,Packaging,Business,Stable,2,GOTS,Environmental
3.71,1,60.46,802,3.69,1,52.39,ReBar - Kitchenware,Partially Sustainable,4.624,Medium,BluePlanet,Multinational,UK,Europe,2024,Stainless Steel,No,Kitchenware,Household,Declining,1,FSC,Environmental
1.37,0,296.21,98,3.9,0,8.09,GreenBar - Office Supplies,Not Sustainable,0.346,Low,EarthKind,Local,Turkey,Asia,2023,Glass,Partial,Office Supplies,Business,Stable,2,None,None
3.37,0,57.13,117,5.82,0,20.03,ReToy - Toys,Not Sustainable,2.145,Low,ReNewCo,Local,Turkey,Asia,2015,Aluminum,Partial,Toys,Kids,Stable,2,EU Ecolabel,Environmental
3.77,1,17.36,415,2.59,1,25.05,BioCup - Office Supplies,Partially Sustainable,6.425,High,BluePlanet,Multinational,Italy,Europe,2015,Organic Cotton,Yes,Office Supplies,Business,Rising,3,Rainforest Alliance,Environmental
3.76,1,47.74,182,1.95,1,41.8,PurePack - Personal Care,Partially Sustainable,5.09,Medium,EcoCraft,Multinational,USA,Americas,2023,Hemp,Yes,Personal Care,Adults,Stable,2,Energy Star,Energy
3.47,0,46.5,137,0.91,0,21.7,TerraShirt - Electronics Accessories,Not Sustainable,2.369,Low,EarthKind,Local,Spain,Europe,2023,Aluminum,Partial,Electronics Accessories,Business,Rising,3,Cradle to Cradle,Environmental
2.81,1,22.83,231,10.02,0,18.78,ReJar - Toys,Not Sustainable,2.288,Low,GreenWave,Startup,Brazil,Americas,2017,Aluminum,Partial,Toys,Kids,Rising,3,EU Ecolabel,Environmental
3.64,0,22.55,488,4.26,1,39.06,BioBrush - Electronics Accessories,Partially Sustainable,5.94,Medium,Sustainify,Startup,Turkey,Asia,2021,Bamboo,Yes,Electronics Accessories,Business,Declining,1,ISO14001,Environmental
2.78,1,101.03,376,1.59,0,25.62,BioToy - Office Supplies,Not Sustainable,1.383,Low,VerdeVibe,Local,Spain,Europe,2020,Recycled Plastic,Partial,Office Supplies,Business,Rising,3,None,None
2.73,0,49.22,7204,2.58,0,27.29,TerraToy - Office Supplies,Not Sustainable,1.83,Low,GreenWorks,Startup,Spain,Europe,2022,Stainless Steel,No,Office Supplies,Business,Stable,2,None,None
1.92,1,50.8,223,3.5,1,2.32,EcoJar - Home,Not Sustainable,2.546,Low,EcoSense,Local,Spain,Europe,2019,Aluminum,Partial,Home,Household,Declining,1,None,None
4.16,1,45.12,340,1.8,0,60.44,BioBottle - Toys,Partially Sustainable,2.867,Low,VerdeVibe,Local,UK,Europe,2017,Organic Cotton,Yes,Toys,Kids,Declining,1,ISO14001,Environmental
2.82,0,2.83,857,1.9,0,38.03,BioPack - Garden,Not Sustainable,2.742,Low,TerraLeaf,Local,Turkey,Asia,2018,Hemp,Yes,Garden,Household,Rising,3,EU Ecolabel,Environmental
3.16,0,40.68,2401,1.62,1,18.11,EcoPack - Kitchenware,Partially Sustainable,4.492,Medium,BioBloom,Local,Germany,Europe,2017,Bioplastic,Yes,Kitchenware,Household,Stable,2,Cradle to Cradle,Environmental
3.43,1,95.45,186,2.66,0,36.47,BioShirt - Personal Care,Partially Sustainable,1.755,Low,LeafyLiving,Multinational,UK,Europe,2020,Organic Cotton,Yes,Personal Care,Adults,Declining,1,GOTS,Environmental
2.98,0,27.34,73,36.48,0,4.58,TerraBottle - Home,Not Sustainable,2.34,Low,EcoPure,Local,Turkey,Asia,2017,Paperboard,Yes,Home,Household,Declining,1,None,None
3.21,1,21.21,4368,1.44,0,56.86,TerraToy - Electronics Accessories,Partially Sustainable,2.648,Low,VerdeVibe,Local,Vietnam,Asia,2017,Paperboard,Yes,Electronics Accessories,Business,Declining,1,Cradle to Cradle,Environmental
4.18,1,24.86,100,6.54,0,25.95,BioBrush - Kitchenware,Partially Sustainable,3.348,Medium,EnviroGoods,Startup,USA,Americas,2017,Bioplastic,Yes,Kitchenware,Household,Stable,2,None,None
4.64,1,5.4,250,2.16,0,26.59,TerraToy - Personal Care,Partially Sustainable,4.402,Medium,LeafyLiving,Multinational,UK,Europe,2023,Paperboard,Yes,Personal Care,Adults,Stable,2,Rainforest Alliance,Environmental
4.17,1,28.06,1407,0.79,1,52.66,PureBrush - Toys,Fully Sustainable,6.513,High,EcoCraft,Multinational,France,Europe,2025,Bioplastic,Yes,Toys,Kids,Stable,2,Energy Star,Energy
5.0,0,8.15,2500,2.62,0,24.41,PureBottle - Kitchenware,Not Sustainable,4.623,Medium,EarthKind,Local,India,Asia,2024,Recycled Plastic,Partial,Kitchenware,Household,Stable,2,None,None
3.22,0,62.32,160,2.76,1,36.1,PureShirt - Electronics Accessories,Partially Sustainable,3.967,Medium,EcoPure,Local,Egypt,Africa,2017,Aluminum,Partial,Electronics Accessories,Business,Rising,3,ISO14001,Environmental
3.5,1,36.04,536,6.9,1,23.52,ReTowel - Clothing,Partially Sustainable,5.146,Medium,GreenWave,Startup,Turkey,Asia,2016,Glass,Partial,Clothing,Adults,Declining,1,ISO14001,Environmental
3.71,1,7.46,1777,2.43,1,49.03,GreenJar - Office Supplies,Partially Sustainable,6.905,High,Earthly,Local,Vietnam,Asia,2017,Recycled Plastic,Partial,Office Supplies,Business,Declining,1,EU Ecolabel,Environmental
3.29,0,26.18,237,1.87,0,1.73,ReTowel - Garden,Not Sustainable,2.607,Low,EarthKind,Local,UK,Europe,2018,Hemp,Yes,Garden,Household,Declining,1,Energy Star,Energy
2.55,0,19.32,691,13.45,0,13.81,PureShirt - Personal Care,Not Sustainable,2.137,Low,EarthKind,Local,Vietnam,Asia,2015,Bamboo,Yes,Personal Care,Adults,Stable,2,EU Ecolabel,Environmental
2.71,0,6.02,909,18.23,1,41.09,PurePack - Personal Care,Not Sustainable,5.112,Medium,GreenRoots,Local,Germany,Europe,2017,Stainless Steel,No,Personal Care,Adults,Rising,3,None,None
4.14,1,31.39,2553,5.32,0,46.09,EcoBrush - Clothing,Partially Sustainable,3.151,Medium,VerdeVibe,Local,USA,Americas,2025,Organic Cotton,Yes,Clothing,Adults,Stable,2,None,None
3.21,1,5.61,193,4.71,0,28.01,TerraBar - Garden,Partially Sustainable,3.039,Medium,ReNewCo,Local,Brazil,Americas,2019,Paperboard,Yes,Garden,Household,Stable,2,None,None
5.0,1,13.89,1058,2.24,1,40.32,GreenToy - Personal Care,Fully Sustainable,8.78,High,EcoSense,Local,Brazil,Americas,2023,Recycled Plastic,Partial,Personal Care,Adults,Stable,2,FSC,Environmental
2.3,0,13.7,1088,5.74,0,32.14,BioBar - Kitchenware,Not Sustainable,2.023,Low,EcoCraft,Multinational,Vietnam,Asia,2020,Stainless Steel,No,Kitchenware,Household,Rising,3,None,None
3.66,1,13.46,5064,3.99,0,49.05,GreenBottle - Electronics Accessories,Partially Sustainable,3.226,Medium,VerdeVibe,Local,China,Asia,2023,Paperboard,Yes,Electronics Accessories,Business,Declining,1,GOTS,Environmental
3.14,0,45.49,1368,5.81,1,8.92,PureJar - Garden,Partially Sustainable,4.316,Medium,Earthly,Local,USA,Americas,2022,Recycled Plastic,Partial,Garden,Household,Declining,1,ISO14001,Environmental
3.52,0,68.34,755,6.67,0,4.37,PurePack - Toys,Not Sustainable,2.091,Low,PureCycle,Local,Italy,Europe,2025,Bamboo,Yes,Toys,Kids,Rising,3,Fair Trade,Ethical
2.85,0,36.83,802,15.23,0,21.33,PureBrush - Home,Not Sustainable,2.083,Low,LeafyLiving,Multinational,USA,Americas,2016,Hemp,Yes,Home,Household,Declining,1,EU Ecolabel,Environmental
3.87,1,18.27,110,0.55,1,40.17,PureToy - Electronics Accessories,Partially Sustainable,6.544,High,Earthly,Local,USA,Americas,2018,Bamboo,Yes,Electronics Accessories,Business,Declining,1,Cradle to Cradle,Environmental
3.66,1,10.32,55,7.65,0,27.61,PureBar - Garden,Partially Sustainable,3.318,Medium,Earthly,Local,India,Asia,2019,Hemp,Yes,Garden,Household,Declining,1,FSC,Environmental
4.0,1,111.5,26,2.16,1,31.86,TerraShirt - Packaging,Fully Sustainable,3.783,Medium,EnviroGoods,Startup,India,Asia,2018,Organic Cotton,Yes,Packaging,Business,Declining,1,FSC,Environmental
4.81,1,2.64,2779,3.9,1,41.66,EcoToy - Garden,Fully Sustainable,9.373,High,Sustainify,Startup,UK,Europe,2024,Paperboard,Yes,Garden,Household,Rising,3,Fair Trade,Ethical
3.32,0,13.7,1497,1.78,0,33.38,ReToy - Home,Not Sustainable,2.92,Low,ReNewCo,Local,Spain,Europe,2024,Paperboard,Yes,Home,Household,Rising,3,FSC,Environmental
3.15,1,10.41,9978,7.01,1,35.7,GreenBottle - Home,Partially Sustainable,5.706,Medium,EarthKind,Local,Italy,Europe,2023,Stainless Steel,No,Home,Household,Rising,3,Rainforest Alliance,Environmental
4.52,0,3.57,2432,0.38,1,28.67,TerraBrush - Office Supplies,Partially Sustainable,8.728,High,Earthly,Local,Germany,Europe,2017,Organic Cotton,Yes,Office Supplies,Business,Stable,2,FSC,Environmental
3.09,0,40.64,593,4.19,0,25.72,BioBar - Toys,Not Sustainable,2.197,Low,GreenRoots,Local,Italy,Europe,2022,Bioplastic,Yes,Toys,Kids,Declining,1,Cradle to Cradle,Environmental
2.62,0,5.85,1256,9.98,0,44.97,BioCup - Clothing,Not Sustainable,2.475,Low,ReNewCo,Local,Spain,Europe,2023,Hemp,Yes,Clothing,Adults,Rising,3,None,None
2.79,0,49.69,355,15.08,0,38.23,EcoToy - Toys,Not Sustainable,1.864,Low,ReNewCo,Local,Brazil,Americas,2025,Recycled Plastic,Partial,Toys,Kids,Rising,3,None,None
3.69,1,13.51,1207,7.72,1,21.63,ReBottle - Personal Care,Partially Sustainable,6.502,High,Sustainify,Startup,Germany,Europe,2024,Recycled Plastic,Partial,Personal Care,Adults,Declining,1,Rainforest Alliance,Environmental
2.3,0,21.57,3563,15.99,0,1.32,TerraPack - Office Supplies,Not Sustainable,1.892,Low,TerraLeaf,Local,India,Asia,2018,Paperboard,Yes,Office Supplies,Business,Rising,3,None,None
2.45,1,98.46,141,8.74,0,10.26,PureTowel - Garden,Not Sustainable,1.235,Low,GreenWorks,Startup,Italy,Europe,2021,Paperboard,Yes,Garden,Household,Rising,3,None,None
4.96,1,6.0,1026,3.95,1,48.38,ReBar - Garden,Fully Sustainable,9.358,High,EcoPure,Local,Spain,Europe,2017,Bamboo,Yes,Garden,Household,Stable,2,FSC,Environmental
1.73,1,3.77,526,7.97,0,4.58,EcoShirt - Home,Not Sustainable,1.667,Low,EcoPure,Local,China,Asia,2024,Recycled Plastic,Partial,Home,Household,Rising,3,ISO14001,Environmental
2.52,1,47.25,1063,4.82,0,31.9,PurePack - Office Supplies,Not Sustainable,1.711,Low,VerdeVibe,Local,Vietnam,Asia,2015,Paperboard,Yes,Office Supplies,Business,Stable,2,ISO14001,Environmental
2.44,0,19.34,4005,5.89,0,21.29,GreenCup - Office Supplies,Not Sustainable,2.045,Low,EcoPure,Local,India,Asia,2024,Glass,Partial,Office Supplies,Business,Rising,3,ISO14001,Environmental
5.0,1,3.16,668,14.84,1,40.13,ReBrush - Clothing,Fully Sustainable,9.694,High,GreenRoots,Local,China,Asia,2017,Aluminum,Partial,Clothing,Adults,Declining,1,EU Ecolabel,Environmental
4.27,0,5.97,140,5.43,1,49.68,EcoPack - Packaging,Partially Sustainable,8.059,High,EarthKind,Local,Turkey,Asia,2015,Bioplastic,Yes,Packaging,Business,Stable,2,Fair Trade,Ethical
4.51,0,71.28,274,10.72,0,34.97,PureJar - Clothing,Not Sustainable,2.633,Low,NatureNest,Local,Turkey,Asia,2021,Recycled Plastic,Partial,Clothing,Adults,Rising,3,Rainforest Alliance,Environmental
4.31,1,19.38,540,5.58,1,14.03,BioBrush - Kitchenware,Fully Sustainable,7.221,High,GreenWorks,Startup,China,Asia,2018,Paperboard,Yes,Kitchenware,Household,Stable,2,Cradle to Cradle,Environmental
2.49,1,30.13,72,11.59,1,32.97,EcoBar - Home,Not Sustainable,3.827,Medium,NatureNest,Local,Brazil,Americas,2019,Bamboo,Yes,Home,Household,Declining,1,ISO14001,Environmental
3.79,1,6.0,1937,26.46,1,35.11,BioBottle - Electronics Accessories,Partially Sustainable,7.151,High,EcoSense,Local,Egypt,Africa,2021,Recycled Plastic,Partial,Electronics Accessories,Business,Declining,1,FSC,Environmental
3.96,1,21.41,664,3.67,0,34.08,TerraBottle - Home,Partially Sustainable,3.262,Medium,Sustainify,Startup,Italy,Europe,2024,Organic Cotton,Yes,Home,Household,Stable,2,EU Ecolabel,Environmental
4.32,0,163.96,58,3.46,1,20.49,BioBar - Home,Partially Sustainable,3.273,Medium,LeafyLiving,Multinational,Germany,Europe,2017,Bamboo,Yes,Home,Household,Stable,2,Rainforest Alliance,Environmental
4.93,1,7.27,46,5.98,1,70.46,TerraJar - Toys,Fully Sustainable,9.192,High,GreenWorks,Startup,Germany,Europe,2019,Organic Cotton,Yes,Toys,Kids,Stable,2,FSC,Environmental
4.1,1,20.59,550,14.2,1,22.89,GreenBar - Toys,Fully Sustainable,6.8,High,NatureNest,Local,Brazil,Americas,2019,Recycled Plastic,Partial,Toys,Kids,Stable,2,Energy Star,Energy
3.4,1,13.16,102,3.4,0,45.62,EcoBottle - Garden,Partially Sustainable,3.005,Medium,ReNewCo,Local,India,Asia,2022,Recycled Plastic,Partial,Garden,Household,Stable,2,None,None
4.01,1,32.83,412,6.48,1,23.09,EcoJar - Kitchenware,Fully Sustainable,6.038,High,Earthly,Local,Egypt,Africa,2016,Stainless Steel,No,Kitchenware,Household,Declining,1,ISO14001,Environmental
3.22,1,26.47,612,6.32,0,25.12,EcoToy - Office Supplies,Partially Sustainable,2.546,Low,EnviroGoods,Startup,India,Asia,2016,Paperboard,Yes,Office Supplies,Business,Rising,3,Cradle to Cradle,Environmental
3.16,0,523.1,1326,6.96,1,23.1,GreenShirt - Toys,Partially Sustainable,1.014,Low,BluePlanet,Multinational,China,Asia,2017,Organic Cotton,Yes,Toys,Kids,Declining,1,None,None
3.09,0,19.93,648,0.9,1,2.36,BioShirt - Garden,Partially Sustainable,5.153,Medium,PureCycle,Local,France,Europe,2015,Hemp,Yes,Garden,Household,Declining,1,ISO14001,Environmental
2.93,0,29.32,359,19.0,0,2.06,EcoPack - Electronics Accessories,Not Sustainable,2.266,Low,EcoPure,Local,India,Asia,2020,Stainless Steel,No,Electronics Accessories,Business,Stable,2,ISO14001,Environmental
2.82,1,112.63,579,11.39,0,53.97,GreenTowel - Office Supplies,Not Sustainable,1.326,Low,GreenWorks,Startup,Egypt,Africa,2024,Hemp,Yes,Office Supplies,Business,Declining,1,EU Ecolabel,Environmental
2.88,1,21.9,350,0.87,1,19.14,RePack - Clothing,Not Sustainable,4.725,Medium,LeafyLiving,Multinational,Italy,Europe,2019,Paperboard,Yes,Clothing,Adults,Stable,2,ISO14001,Environmental
4.29,0,27.21,669,2.73,0,28.06,EcoToy - Kitchenware,Not Sustainable,3.372,Medium,VerdeVibe,Local,Brazil,Americas,2017,Paperboard,Yes,Kitchenware,Household,Stable,2,Fair Trade,Ethical
4.64,0,8.68,407,4.13,0,63.33,EcoCup - Garden,Not Sustainable,4.269,Medium,EcoMate,Startup,China,Asia,2023,Glass,Partial,Garden,Household,Rising,3,None,None
4.37,1,4.24,74,6.34,1,37.73,EcoJar - Clothing,Fully Sustainable,8.384,High,EnviroGoods,Startup,Brazil,Americas,2021,Recycled Plastic,Partial,Clothing,Adults,Rising,3,GOTS,Environmental
3.09,1,62.72,571,5.1,0,37.6,TerraPack - Clothing,Partially Sustainable,1.899,Low,EcoMate,Startup,UK,Europe,2025,Paperboard,Yes,Clothing,Adults,Declining,1,Energy Star,Energy
3.16,0,106.75,173,8.66,0,48.11,EcoCup - Home,Not Sustainable,1.528,Low,Earthly,Local,France,Europe,2016,Aluminum,Partial,Home,Household,Stable,2,Fair Trade,Ethical
2.26,0,20.67,2304,16.27,0,15.03,RePack - Garden,Not Sustainable,1.873,Low,VerdeVibe,Local,Italy,Europe,2023,Organic Cotton,Yes,Garden,Household,Stable,2,None,None
2.84,0,63.68,2035,1.79,0,5.34,EcoTowel - Kitchenware,Not Sustainable,1.735,Low,TerraLeaf,Local,Germany,Europe,2022,Paperboard,Yes,Kitchenware,Household,Declining,1,EU Ecolabel,Environmental
3.7,1,35.49,265,7.94,0,21.35,PurePack - Garden,Partially Sustainable,2.731,Low,EnviroGoods,Startup,China,Asia,2017,Glass,Partial,Garden,Household,Stable,2,Energy Star,Energy
1.6,1,23.25,769,5.11,0,6.38,TerraShirt - Office Supplies,Not Sustainable,1.298,Low,Sustainify,Startup,Turkey,Asia,2021,Bamboo,Yes,Office Supplies,Business,Declining,1,EU Ecolabel,Environmental
1.87,0,19.59,1931,19.23,0,31.52,EcoPack - Personal Care,Not Sustainable,1.564,Low,VerdeVibe,Local,UK,Europe,2015,Recycled Plastic,Partial,Personal Care,Adults,Stable,2,ISO14001,Environmental
2.77,0,7.89,911,9.19,0,28.7,GreenBottle - Personal Care,Not Sustainable,2.567,Low,BluePlanet,Multinational,Egypt,Africa,2023,Paperboard,Yes,Personal Care,Adults,Rising,3,None,None
1.69,0,14.53,670,9.98,0,23.41,PureToy - Packaging,Not Sustainable,1.476,Low,Sustainify,Startup,Spain,Europe,2025,Organic Cotton,Yes,Packaging,Business,Rising,3,None,None
3.63,0,26.89,429,8.09,0,35.99,EcoJar - Garden,Not Sustainable,2.861,Low,VerdeVibe,Local,Italy,Europe,2023,Stainless Steel,No,Garden,Household,Rising,3,GOTS,Environmental
3.56,1,15.08,436,6.85,0,34.61,TerraTowel - Office Supplies,Partially Sustainable,3.094,Medium,GreenWorks,Startup,Vietnam,Asia,2023,Stainless Steel,No,Office Supplies,Business,Rising,3,GOTS,Environmental
